tracking_code,customer_id,origin,destination,weight_kg,price_amount,currency,status,notes,created_at,updated_at
APE-QQ55JXF6TH,60795ab1-e68c-4a5f-8d60-cee466d2ef73,tanger,paris,15,250,MAD,picked_up,,2025-12-16T18:45:33.231984+00:00,2025-12-16T18:45:57.10826+00:00
